Date,Open,High,Low,Close,Volume
2021-10-25,365.28,368.5,363.34,367.59,32597800
2021-10-26,369.82,372.24,367.57,368.74,47191300
2021-10-27,369.19,372.66,368.93,369.6,45760500
2021-10-28,371.5,373.96,370.73,373.71,38007000
2021-10-29,370.63,375.71,370.28,375.54,37310100
2021-11-01,375.98,376.95,373.9,376.83,30765300
2021-11-02,376.21,378.88,376.17,378.4,25135300
2021-11-03,378.89,382.84,377.85,382.42,33748900
2021-11-04,383.68,388.28,383.14,387.32,40265300
2021-11-05,389.09,390.02,386.29,387.69,43383800
2021-11-08,387.66,388.68,386.52,387.17,29256300
2021-11-09,388.24,388.63,383.14,384.5,50490700
2021-11-10,381.73,384.54,376.92,378.85,54937400
2021-11-11,381.83,382.0,379.56,379.9,32243000
2021-11-12,381.05,384.43,379.45,383.9,34730600
2021-11-15,385.08,385.4,381.37,383.81,33716900
2021-11-16,383.08,387.04,382.89,386.54,27872900
2021-11-17,386.86,388.78,385.79,386.75,28703300
2021-11-18,388.79,391.26,386.57,390.76,45721500
2021-11-19,392.39,394.21,391.56,392.93,45191700
2021-11-22,394.47,397.52,388.27,388.37,61715400
2021-11-23,387.21,389.28,382.17,386.6,70098700
2021-11-24,384.12,388.13,381.8,387.85,46954400
2021-11-26,385.27,386.66,379.1,380.49,51533300
2021-11-29,385.06,389.76,384.33,388.75,54447100
2021-11-30,387.87,390.21,381.03,383.04,81332700
2021-12-01,387.38,389.52,376.06,376.53,77766500
2021-12-02,375.24,381.02,373.82,379.24,84416600
2021-12-03,380.6,381.6,368.53,372.64,105349100
2021-12-06,373.13,376.99,368.92,375.63,67588800
